indicator_id,database,total_count,missing_count,missing_percentage,indicator_label
VC.BTL.DETH,wdi,6384,5472,85.71,Battle-related deaths (number of people)
LP.IMP.DURS.MD,wdi,6384,5471,85.7,"Lead time to import, median case (days)"
SH.DTH.COMM.ZS,wdi,6384,5460,85.53,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)"
SH.DTH.INJR.ZS,wdi,6384,5460,85.53,"Cause of death, by injury (% of total)"
SH.DTH.NCOM.ZS,wdi,6384,5460,85.53,"Cause of death, by non-communicable diseases (% of total)"
AG.AGR.TRAC.NO,wdi,6384,5458,85.49,"Agricultural machinery, tractors"
LP.EXP.DURS.MD,wdi,6384,5456,85.46,"Lead time to export, median case (days)"
SI.POV.MPWB,wdi,6384,5446,85.31,Multidimensional poverty headcount ratio (World Bank) (% of population)
SH.UHC.OOPC.25.ZS,wdi,6384,5433,85.1,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)
SH.UHC.OOPC.10.ZS,wdi,6384,5432,85.09,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)
DC.DAC.ESTL.CD,wdi,6384,5399,84.57,"Net bilateral aid flows from DAC donors, Estonia (current US$)"
SN.ITK.SVFI.ZS,wdi,6384,5397,84.54,Prevalence of severe food insecurity in the population (%)
SN.ITK.MSFI.ZS,wdi,6384,5396,84.52,Prevalence of moderate or severe food insecurity in the population (%)
FS.AST.DOMS.GD.ZS,wdi,6384,5387,84.38,Domestic credit provided by financial sector (% of GDP)
VC.IDP.TOCV,wdi,6384,5360,83.96,"Internally displaced persons, total displaced by conflict and violence (number of people)"
SE.SEC.TCAQ.UP.MA.ZS,wdi,6384,5359,83.94,"Trained teachers in upper secondary education, male (% of male teachers)"
SE.SEC.TCAQ.UP.FE.ZS,wdi,6384,5359,83.94,"Trained teachers in upper secondary education, female (% of female teachers)"
SM.POP.TOTL.ZS,wdi,6384,5342,83.68,International migrant stock (% of population)
SM.POP.TOTL,wdi,6384,5339,83.63,"International migrant stock, total"
SH.STA.MALN.ZS,wdi,6384,5335,83.57,"Prevalence of underweight, weight for age (% of children under 5)"
NV.FSM.TOTL.CN,wdi,6384,5329,83.47,Financial intermediary services indirectly Measured (FISIM) (current LCU)
AG.LND.IRIG.AG.ZS,wdi,6384,5328,83.46,Agricultural irrigated land (% of total agricultural land)
IE.PPN.ENGY.CD,wdi,6384,5300,83.02,Public private partnerships investment in energy (current US$)
DT.NFL.UNPB.CD,wdi,6384,5292,82.89,"Net official flows from UN agencies, UNPBF (current US$)"
DT.NFL.FAOG.CD,wdi,6384,5261,82.41,"Net official flows from UN agencies, FAO (current US$)"
SE.SEC.TCAQ.UP.ZS,wdi,6384,5260,82.39,Trained teachers in upper secondary education (% of total teachers)
SI.POV.NAHC,wdi,6384,5236,82.02,Poverty headcount ratio at national poverty lines (% of population)
SP.POP.TECH.RD.P6,wdi,6384,5223,81.81,Technicians in R&D (per million people)
SH.ALC.PCAP.LI,wdi,6384,5213,81.66,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)"
SH.ALC.PCAP.MA.LI,wdi,6384,5213,81.66,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)"
SH.ALC.PCAP.FE.LI,wdi,6384,5213,81.66,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)"
SE.SEC.TCAQ.LO.MA.ZS,wdi,6384,5210,81.61,"Trained teachers in lower secondary education, male (% of male teachers)"
SE.SEC.TCAQ.LO.FE.ZS,wdi,6384,5209,81.59,"Trained teachers in lower secondary education, female (% of female teachers)"
IC.BUS.DFRN.XQ,wdi,6384,5197,81.41,Ease of doing business score (0 = lowest performance to 100 = best performance)
IE.PPI.ENGY.CD,wdi,6384,5183,81.19,Investment in energy with private participation (current US$)
DC.DAC.SVNL.CD,wdi,6384,5157,80.78,"Net bilateral aid flows from DAC donors, Slovenia (current US$)"
SE.TER.CUAT.DO.FE.ZS,wdi,6384,5150,80.67,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)"
IQ.SPI.OVRL,wdi,6384,5147,80.62,Statistical performance indicators (SPI): Overall score (scale 0-100)
SE.TER.CUAT.DO.MA.ZS,wdi,6384,5146,80.61,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)"
SE.TER.CUAT.DO.ZS,wdi,6384,5145,80.59,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)"
IQ.SPI.PIL4,wdi,6384,5145,80.59,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)
DC.DAC.ISLL.CD,wdi,6384,5140,80.51,"Net bilateral aid flows from DAC donors, Iceland (current US$)"
IQ.SPI.PIL2,wdi,6384,5138,80.48,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)
DC.DAC.LTUL.CD,wdi,6384,5113,80.09,"Net bilateral aid flows from DAC donors, Lithuania (current US$)"
SE.SEC.TCAQ.LO.ZS,wdi,6384,5112,80.08,Trained teachers in lower secondary education (% of total teachers)
SE.TER.CUAT.MS.FE.ZS,wdi,6384,5068,79.39,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)"
SE.TER.CUAT.MS.MA.ZS,wdi,6384,5068,79.39,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)"
SE.TER.CUAT.MS.ZS,wdi,6384,5066,79.35,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)"
IQ.SPI.PIL5,wdi,6384,5056,79.2,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)
DC.DAC.SVKL.CD,wdi,6384,5052,79.14,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)"
EN.POP.SLUM.UR.ZS,wdi,6384,5030,78.79,Population living in slums (% of urban population)
GC.DOD.TOTL.CN,wdi,6384,5018,78.6,"Central government debt, total (current LCU)"
MS.MIL.XPRT.KD,wdi,6384,5013,78.52,Arms exports (SIPRI trend indicator values)
DT.NFL.BOND.CD,wdi,6384,5012,78.51,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)"
SE.PRE.TCAQ.MA.ZS,wdi,6384,4985,78.09,"Trained teachers in preprimary education, male (% of male teachers)"
DT.NFL.PBND.CD,wdi,6384,4983,78.05,"PPG, bonds (NFL, current US$)"
ER.MRN.PTMR.ZS,wdi,6384,4979,77.99,Marine protected areas (% of territorial waters)
SE.SEC.CUAT.PO.MA.ZS,wdi,6384,4978,77.98,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)"
SE.SEC.CUAT.PO.FE.ZS,wdi,6384,4978,77.98,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)"
LP.LPI.CUST.XQ,wdi,6384,4977,77.96,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)
LP.LPI.OVRL.XQ,wdi,6384,4977,77.96,Logistics performance index: Overall (1=low to 5=high)
LP.LPI.INFR.XQ,wdi,6384,4977,77.96,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)
LP.LPI.ITRN.XQ,wdi,6384,4977,77.96,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)
LP.LPI.TRAC.XQ,wdi,6384,4977,77.96,Logistics performance index: Ability to track and trace consignments (1=low to 5=high)
LP.LPI.TIME.XQ,wdi,6384,4977,77.96,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)
LP.LPI.LOGS.XQ,wdi,6384,4977,77.96,Logistics performance index: Competence and quality of logistics services (1=low to 5=high)
SE.SEC.CUAT.PO.ZS,wdi,6384,4976,77.94,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)"
IC.EXP.CSDC.CD,wdi,6384,4974,77.91,"Cost to export, documentary compliance (US$)"
IC.EXP.TMDC,wdi,6384,4974,77.91,"Time to export, documentary compliance (hours)"
IC.IMP.TMBC,wdi,6384,4974,77.91,"Time to import, border compliance (hours)"
IC.EXP.CSBC.CD,wdi,6384,4974,77.91,"Cost to export, border compliance (US$)"
IC.IMP.CSBC.CD,wdi,6384,4974,77.91,"Cost to import, border compliance (US$)"
IC.IMP.TMDC,wdi,6384,4974,77.91,"Time to import, documentary compliance (hours)"
IC.EXP.TMBC,wdi,6384,4974,77.91,"Time to export, border compliance (hours)"
IC.IMP.CSDC.CD,wdi,6384,4974,77.91,"Cost to import, documentary compliance (US$)"
SH.UHC.SRVS.CV.XD,wdi,6384,4956,77.63,UHC service coverage index
SE.SEC.TCAQ.MA.ZS,wdi,6384,4932,77.26,"Trained teachers in secondary education, male (% of male teachers)"
SE.SEC.TCAQ.FE.ZS,wdi,6384,4931,77.24,"Trained teachers in secondary education, female (% of female teachers)"
SE.TER.CUAT.BA.FE.ZS,wdi,6384,4927,77.18,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"
SE.TER.CUAT.BA.MA.ZS,wdi,6384,4927,77.18,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)"
SE.TER.CUAT.BA.ZS,wdi,6384,4925,77.15,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)"
SH.PRV.SMOK.MA,wdi,6384,4914,76.97,"Prevalence of current tobacco use, males (% of male adults)"
SH.PRV.SMOK,wdi,6384,4914,76.97,Prevalence of current tobacco use (% of adults)
SH.PRV.SMOK.FE,wdi,6384,4914,76.97,"Prevalence of current tobacco use, females (% of female adults)"
NY.TRF.NCTR.KN,wdi,6384,4893,76.64,Net secondary income (Net current transfers from abroad) (constant LCU)
GC.DOD.TOTL.GD.ZS,wdi,6384,4849,75.96,"Central government debt, total (% of GDP)"
SE.XPD.SECO.PC.ZS,wdi,6384,4829,75.64,"Government expenditure per student, secondary (% of GDP per capita)"
SE.PRE.TCAQ.FE.ZS,wdi,6384,4826,75.6,"Trained teachers in preprimary education, female (% of female teachers)"
SN.ITK.VITA.ZS,wdi,6384,4823,75.55,Vitamin A supplementation coverage rate (% of children ages 6-59 months)
SL.EMP.SMGT.FE.ZS,wdi,6384,4820,75.5,Female share of employment in senior and middle management (%)
SE.XPD.TERT.PC.ZS,wdi,6384,4802,75.22,"Government expenditure per student, tertiary (% of GDP per capita)"
FR.INR.RISK,wdi,6384,4786,74.97,"Risk premium on lending (lending rate minus treasury bill rate, %)"
SE.SEC.TCAQ.ZS,wdi,6384,4781,74.89,Trained teachers in secondary education (% of total teachers)
SE.TER.CUAT.ST.FE.ZS,wdi,6384,4769,74.7,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)"
SE.TER.CUAT.ST.MA.ZS,wdi,6384,4769,74.7,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)"
SI.DST.50MD,wdi,6384,4768,74.69,Proportion of people living below 50 percent of median income (%)
SE.TER.CUAT.ST.ZS,wdi,6384,4767,74.67,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)"
SI.DST.04TH.20,wdi,6384,4762,74.59,Income share held by fourth 20%
SI.DST.10TH.10,wdi,6384,4762,74.59,Income share held by highest 10%
SI.DST.FRST.10,wdi,6384,4762,74.59,Income share held by lowest 10%
SI.DST.02ND.20,wdi,6384,4762,74.59,Income share held by second 20%
SI.DST.FRST.20,wdi,6384,4762,74.59,Income share held by lowest 20%
SI.DST.05TH.20,wdi,6384,4762,74.59,Income share held by highest 20%
SI.DST.03RD.20,wdi,6384,4762,74.59,Income share held by third 20%
SI.POV.GINI,wdi,6384,4761,74.58,Gini index
SH.STA.HYGN.UR.ZS,wdi,6384,4752,74.44,"People with basic handwashing facilities including soap and water, urban (% of urban population)"
SH.STA.HYGN.RU.ZS,wdi,6384,4749,74.39,"People with basic handwashing facilities including soap and water, rural (% of rural population)"
IS.RRS.TOTL.KM,wdi,6384,4728,74.06,Rail lines (total route-km)
IC.CRD.INFO.XQ,wdi,6384,4725,74.01,Depth of credit information index (0=low to 8=high)
IC.LGL.CRED.XQ,wdi,6384,4725,74.01,Strength of legal rights index (0=weak to 12=strong)
NE.GDI.FPRV.CN,wdi,6384,4709,73.76,"Gross fixed capital formation, private sector (current LCU)"
SH.STA.HYGN.ZS,wdi,6384,4692,73.5,People with basic handwashing facilities including soap and water (% of population)
SE.XPD.SECO.ZS,wdi,6384,4690,73.46,Expenditure on secondary education (% of government expenditure on education)
SE.XPD.PRIM.ZS,wdi,6384,4684,73.37,Expenditure on primary education (% of government expenditure on education)
SH.STA.MMRT.NE,wdi,6384,4675,73.23,"Maternal mortality ratio (national estimate, per 100,000 live births)"
SE.ADT.LITR.MA.ZS,wdi,6384,4671,73.17,"Literacy rate, adult male (% of males ages 15 and above)"
SE.ADT.LITR.FE.ZS,wdi,6384,4669,73.14,"Literacy rate, adult female (% of females ages 15 and above)"
SE.ADT.LITR.ZS,wdi,6384,4668,73.12,"Literacy rate, adult total (% of people ages 15 and above)"
SE.PRE.TCAQ.ZS,wdi,6384,4657,72.95,Trained teachers in preprimary education (% of total teachers)
DT.ODA.ODAT.XP.ZS,wdi,6384,4638,72.65,Net ODA received (% of central government expense)
SE.PRM.PRS5.MA.ZS,wdi,6384,4638,72.65,"Persistence to grade 5, male (% of cohort)"
SE.PRM.PRS5.FE.ZS,wdi,6384,4638,72.65,"Persistence to grade 5, female (% of cohort)"
SE.TER.ENRL.TC.ZS,wdi,6384,4629,72.51,"Pupil-teacher ratio, tertiary"
SE.XPD.PRIM.PC.ZS,wdi,6384,4620,72.37,"Government expenditure per student, primary (% of GDP per capita)"
ER.PTD.TOTL.ZS,wdi,6384,4617,72.32,Terrestrial and marine protected areas (% of total territorial area)
ER.LND.PTLD.ZS,wdi,6384,4615,72.29,Terrestrial protected areas (% of total land area)
SE.PRM.CUAT.FE.ZS,wdi,6384,4583,71.79,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)"
SE.PRM.CUAT.MA.ZS,wdi,6384,4583,71.79,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)"
SE.PRM.CUAT.ZS,wdi,6384,4581,71.76,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)"
SE.XPD.CTER.ZS,wdi,6384,4575,71.66,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)"
CM.MKT.INDX.ZG,wdi,6384,4573,71.63,S&P Global Equity Indices (annual % change)
DT.DOD.MIBR.CD,wdi,6384,4563,71.48,"PPG, IBRD (DOD, current US$)"
GC.REV.SOCL.CN,wdi,6384,4554,71.33,Social contributions (current LCU)
SE.SEC.CUAT.LO.FE.ZS,wdi,6384,4545,71.19,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)"
SE.SEC.CUAT.LO.MA.ZS,wdi,6384,4545,71.19,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)"
SE.SEC.CUAT.LO.ZS,wdi,6384,4543,71.16,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)"
SE.SEC.CUAT.UP.FE.ZS,wdi,6384,4531,70.97,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)"
SE.SEC.CUAT.UP.MA.ZS,wdi,6384,4531,70.97,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)"
SE.SEC.CUAT.UP.ZS,wdi,6384,4529,70.94,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)"
SE.XPD.CPRM.ZS,wdi,6384,4528,70.93,"Current education expenditure, primary (% of total expenditure in primary public institutions)"
SE.XPD.CTOT.ZS,wdi,6384,4512,70.68,"Current education expenditure, total (% of total expenditure in public institutions)"
NE.GDI.FPRV.ZS,wdi,6384,4510,70.65,"Gross fixed capital formation, private sector (% of GDP)"
DT.NFL.PROP.CD,wdi,6384,4507,70.6,"PPG, other private creditors (NFL, current US$)"
SE.XPD.CSEC.ZS,wdi,6384,4505,70.57,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)"
EP.PMP.DESL.CD,wdi,6384,4505,70.57,Pump price for diesel fuel (US$ per liter)
SE.ADT.1524.LT.ZS,wdi,6384,4497,70.44,"Literacy rate, youth total (% of people ages 15-24)"
SE.ADT.1524.LT.FM.ZS,wdi,6384,4497,70.44,"Literacy rate, youth (ages 15-24), gender parity index (GPI)"
SE.ADT.1524.LT.MA.ZS,wdi,6384,4497,70.44,"Literacy rate, youth male (% of males ages 15-24)"
DT.NFL.IMFN.CD,wdi,6384,4491,70.35,"Net financial flows, IMF nonconcessional (NFL, current US$)"
SE.PRM.NINT.MA.ZS,wdi,6384,4490,70.33,"Net intake rate in grade 1, male (% of official school-age population)"
SE.XPD.TERT.ZS,wdi,6384,4488,70.3,Expenditure on tertiary education (% of government expenditure on education)
SE.PRM.NINT.FE.ZS,wdi,6384,4485,70.25,"Net intake rate in grade 1, female (% of official school-age population)"
EP.PMP.SGAS.CD,wdi,6384,4483,70.22,Pump price for gasoline (US$ per liter)
SI.POV.SOPO,wdi,6384,4467,69.97,Poverty headcount ratio at societal poverty line (% of population)
SI.POV.LMIC.GP,wdi,6384,4464,69.92,Poverty gap at $3.65 a day (2017 PPP) (%)
SI.POV.LMIC,wdi,6384,4464,69.92,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)
SI.POV.DDAY,wdi,6384,4464,69.92,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)
SI.POV.UMIC,wdi,6384,4464,69.92,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)
SI.POV.GAPS,wdi,6384,4464,69.92,Poverty gap at $2.15 a day (2017 PPP) (%)
SI.POV.UMIC.GP,wdi,6384,4464,69.92,Poverty gap at $6.85 a day (2017 PPP) (%)
SE.PRM.PRS5.ZS,wdi,6384,4459,69.85,"Persistence to grade 5, total (% of cohort)"
FB.BNK.CAPA.ZS,wdi,6384,4456,69.8,Bank capital to assets ratio (%)
DT.NFL.ILOG.CD,wdi,6384,4454,69.77,"Net official flows from UN agencies, ILO (current US$)"
FB.CBK.DPTR.P3,wdi,6384,4450,69.71,"Depositors with commercial banks (per 1,000 adults)"
FB.AST.NPER.ZS,wdi,6384,4446,69.64,Bank nonperforming loans to total gross loans (%)
EN.ATM.PM25.MC.T3.ZS,wdi,6384,4444,69.61,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)"
